symbol,name,time,epsEstimate,reportedEps,suprise,date
BPOP,Popular Inc,TAS,1.4,1.34,-4.29,2019-01-23
RES,RPC Inc,TAS,0.1,0.06,-40,2019-01-23
ROL,Rollins Inc,TAS,0.17,0.16,-5.88,2019-01-23
URI,United Rentals Inc,TAS,4.9,4.85,-1.02,2019-01-23
LYTS,LSI Industries Inc,TAS,0.12,0.03,-75,2019-01-23
TER,Teradyne Inc,TAS,0.5,0.63,+26,2019-01-23
SRCE,1st Source Corp,Time Not Supplied,0.86,0.82,-4.65,2019-01-24
AGYS,Agilysys Inc,TAS,-0.1,-0.11,-10,2019-01-24
WAL,Western Alliance Bancorp,TAS,1.07,1.13,+5.61,2019-01-24
AAL,American Airlines Group Inc,TAS,1.01,1.04,+2.97,2019-01-24
CARE,Carter Bank and Trust,Time Not Supplied,-,-,-,2019-01-24
ALK,Alaska Air Group Inc,After Market Close,0.71,0.75,+5.63,2019-01-24
LUV,Southwest Airlines Co,TAS,1.07,1.17,+9.35,2019-01-24
JBLU,JetBlue Airways Corp,TAS,0.43,0.5,+16.28,2019-01-24
AMRB,American River Bankshares,TAS,0.23,0.19,-17.39,2019-01-24
AVT,Avnet Inc,TAS,1.04,1.04,-,2019-01-24
STND,Standard AVB Financial Corp,Time Not Supplied,-,-,-,2019-01-24
AEP,American Electric Power Company Inc,TAS,0.71,0.72,+1.41,2019-01-24
ASB,Associated Banc-Corp,TAS,0.49,0.5,+2.04,2019-01-24
ANCB,Anchor Bancorp Inc,Time Not Supplied,-,-,-,2019-01-24
AC,Associated Capital Group Inc,Time Not Supplied,-,-,-,2019-01-24
AVX,AVX Corp,TAS,0.35,0.44,+25.71,2019-01-24
AIT,Applied Industrial Technologies Inc,TAS,1.06,0.99,-6.6,2019-01-24
SHRC,Shore Community Bank,Time Not Supplied,-,-,-,2019-01-24
BMY,Bristol-Myers Squibb Co,TAS,0.85,0.94,+10.59,2019-01-24
BHLB,Berkshire Hills Bancorp Inc,TAS,0.66,0.63,-4.55,2019-01-24
FRBK,Republic First Bancorp Inc,Time Not Supplied,0.06,0.04,-33.33,2019-01-24
LOB,Live Oak Bancshares Inc,TAS,0.12,0.26,+116.67,2019-01-24
GWB,Great Western Bancorp Inc,TAS,0.77,0.79,+2.6,2019-01-24
BHB,Bar Harbor Bankshares,Time Not Supplied,-,-,-,2019-01-24
RBNC,Reliant Bancorp Inc,TAS,0.36,0.35,-2.78,2019-01-24
PVBC,PROVIDENT BANCORP INC,After Market Close,-,-,-,2019-01-24
SBTB,SBT Bancorp Inc,Time Not Supplied,-,-,-,2019-01-24
TOWN,Towne Bank,Before Market Open,0.53,0.49,-7.55,2019-01-24
VIVO,Meridian Bioscience Inc,TAS,0.17,0.2,+17.65,2019-01-24
EBTC,Enterprise Bancorp Inc,After Market Close,-,-,-,2019-01-24
OBNK,Origin Bancorp Inc,TAS,0.54,0.55,+1.85,2019-01-24
SBCF,Seacoast Banking Corporation of Florida,TAS,0.44,0.33,-25,2019-01-24
BWB,Bridgewater Bancshares Inc,Time Not Supplied,0.23,0.25,+8.7,2019-01-24
GBNK,Guaranty Bancorp,Time Not Supplied,-,-,-,2019-01-24
SYBT,Stock Yards Bancorp Inc,TAS,0.6,0.64,+6.67,2019-01-24
SLRK,Solera National Bancorp Inc,Before Market Open,-,-,-,2019-01-24
HBMD,Howard Bancorp Inc,Before Market Open,0.22,0.2,-9.09,2019-01-24
SONA,Southern National Bancorp of Virginia Inc,TAS,0.33,0.32,-3.03,2019-01-24
RVSB,Riverview Bancorp Inc,After Market Close,0.18,0.19,+5.56,2019-01-24
BANC,Banc of California Inc,TAS,0.23,0.18,-21.74,2019-01-24
HFBL,Home Federal Bancorp Inc of Louisiana,After Market Close,-,-,-,2019-01-24
NBHC,National Bank Holdings Corp,TAS,0.54,0.55,+1.85,2019-01-24
INBK,First Internet Bancorp,TAS,0.6,0.53,-11.67,2019-01-24
CUBI,Customers Bancorp Inc,After Market Close,0.5,0.53,+6,2019-01-24
WAYN,Wayne Savings Bancshares Inc,After Market Close,-,-,-,2019-01-24
EQBK,Equity Bancshares Inc,TAS,0.74,0.62,-16.22,2019-01-24
WEBK,Wellesley Bancorp Inc,Time Not Supplied,-,-,-,2019-01-24
MSBI,Midland States Bancorp Inc,After Market Close,0.64,0.67,+4.69,2019-01-24
COLB,Columbia Banking System Inc,TAS,0.68,0.61,-10.29,2019-01-24
WTBA,West Bancorporation Inc,TAS,0.43,0.44,+2.33,2019-01-24
HBAN,Huntington Bancshares Inc,TAS,0.33,0.29,-12.12,2019-01-24
PKBK,Parke Bancorp Inc,Time Not Supplied,-,-,-,2019-01-24
GBCI,Glacier Bancorp Inc,TAS,0.61,0.59,-3.28,2019-01-24
MCB,Metropolitan Bank Holding Corp,Before Market Open,0.76,0.75,-1.32,2019-01-24
EWBC,East West Bancorp Inc,TAS,1.16,1.18,+1.72,2019-01-24
FMBH,First Mid Bancshares Inc,After Market Close,0.73,0.62,-15.07,2019-01-24
MGYR,Magyar Bancorp Inc,Time Not Supplied,-,-,-,2019-01-24
CNOB,ConnectOne Bancorp Inc,TAS,0.55,0.6,+9.09,2019-01-24
DCOM,Dime Community Bancshares Inc,TAS,0.32,0.34,+6.25,2019-01-24
FBIZ,First Business Financial Services Inc,Time Not Supplied,0.48,0.46,-4.17,2019-01-24
TBBK,Bancorp Inc,TAS,0.17,0.16,-5.88,2019-01-24
MCBC,Macatawa Bank Corp,Time Not Supplied,0.2,0.21,+5,2019-01-24
FFIN,First Financial Bankshares Inc,TAS,0.29,0.29,-,2019-01-24
MKC,McCormick & Company Inc,TAS,1.7,1.67,-1.76,2019-01-24
PCSB,PCSB Financial Corp,Time Not Supplied,0.11,0.14,+27.27,2019-01-24
UVSP,Univest Financial Corp,TAS,0.51,0.63,+23.53,2019-01-24
COL,Rockwell Collins Inc,Time Not Supplied,-,-,-,2019-01-24
ETFC,E*TRADE Financial Corp,TAS,1.03,1.06,+2.91,2019-01-24
WBS,Webster Financial Corp,TAS,0.98,1.01,+3.06,2019-01-24
CFFI,C&F Financial Corp,Time Not Supplied,-,-,-,2019-01-24
INTC,Intel Corp,After Market Close,1.22,1.28,+4.92,2019-01-24
HTBK,Heritage Commerce Corp,TAS,0.28,0.3,+7.14,2019-01-24
ORIT,Oritani Financial Corp,TAS,0.26,0.31,+19.23,2019-01-24
NSC,Norfolk Southern Corp,TAS,2.29,2.57,+12.23,2019-01-24
UNP,Union Pacific Corp,TAS,2.06,2.12,+2.91,2019-01-24
KOSS,Koss Corp,Time Not Supplied,-,-,-,2019-01-24
PCB,Pacific City Financial Corp,Time Not Supplied,0.4,0.41,+2.5,2019-01-24
DLX,Deluxe Corp,TAS,1.47,1.54,+4.76,2019-01-24
HFWA,Heritage Financial Corp,TAS,0.5,0.45,-10,2019-01-24
CHCO,City Holding Co,Before Market Open,1.24,0.68,-45.16,2019-01-24
WDC,Western Digital Corp,TAS,1.51,1.45,-3.97,2019-01-24
CVTI,Covenant Transportation Group Inc,TAS,0.76,0.92,+21.05,2019-01-24
ORI,Old Republic International Corp,TAS,0.45,0.45,-,2019-01-24
RIVE,Riverview Financial Corp,Time Not Supplied,-,-,-,2019-01-24
STRT,Strattec Security Corp,After Market Close,-,-,-,2019-01-24
PFLC,Pacific Financial Corp,Time Not Supplied,-,-,-,2019-01-24
NWFL,Norwood Financial Corp,Time Not Supplied,-,-,-,2019-01-24
OCFC,OceanFirst Financial Corp,TAS,0.56,0.54,-3.57,2019-01-24
ISCA,International Speedway Corp,TAS,0.69,0.62,-10.14,2019-01-24
DNBF,DNB Financial Corp,Time Not Supplied,0.65,0.69,+6.15,2019-01-24
SBUX,Starbucks Corp,After Market Close,0.65,0.75,+15.38,2019-01-24
DDE,Dover Downs Gaming & Entertainment Inc,TAS,-,-,-,2019-01-24
DVD,Dover Motorsports Inc,Time Not Supplied,-,-,-,2019-01-24
DFS,Discover Financial Services,TAS,2.06,2.03,-1.46,2019-01-24
TAL,TAL Education Group,Before Market Open,0.08,0.21,+162.5,2019-01-24
FCX,Freeport-McMoRan Inc,TAS,0.18,0.11,-38.89,2019-01-24
FSB,Franklin Financial Network Inc,TAS,0.62,0.61,-1.61,2019-01-24
FHB,First Hawaiian Inc,TAS,0.52,0.58,+11.54,2019-01-24
FFNW,First Financial Northwest Inc,Time Not Supplied,0.27,0.21,-22.22,2019-01-24
MOFG,Midwestone Financial Group Inc,TAS,0.66,0.62,-6.06,2019-01-24
SIVB,SVB Financial Group,TAS,4.71,4.96,+5.31,2019-01-24
MYFW,First Western Financial Inc,Time Not Supplied,0.22,0.22,-,2019-01-24
SCSG,SouthCrest Financial Group Inc,Time Not Supplied,0.14,0.17,+21.43,2019-01-24
GWW,W W Grainger Inc,TAS,3.59,3.96,+10.31,2019-01-24
LGL,LGL Group Inc,TAS,-,-,-,2019-01-24
QCRH,QCR Holdings Inc,TAS,0.87,0.84,-3.45,2019-01-24
HTH,Hilltop Holdings Inc,TAS,0.45,0.3,-33.33,2019-01-24
ISRG,Intuitive Surgical Inc,TAS,3.07,2.96,-3.58,2019-01-24
NURO,NeuroMetrix Inc,TAS,-0.14,-0.2,-42.86,2019-01-24
LTRX,Lantronix Inc,TAS,0.03,0.03,-,2019-01-24
SMBK,SmartFinancial Inc,TAS,0.37,0.35,-5.41,2019-01-24
INTV,Integrated Ventures Inc,Time Not Supplied,-,-,-,2019-01-24
TXT,Textron Inc,TAS,0.98,1.15,+17.35,2019-01-24
MMYT,MakeMyTrip Ltd,Before Market Open,-0.37,-0.28,+24.32,2019-01-24
MRTN,Marten Transport Ltd,After Market Close,0.27,0.29,+7.41,2019-01-24
ABTO,AB&T Financial Corp,Time Not Supplied,-,-,-,2019-01-25
ABTX,Allegiance Bancshares Inc,TAS,0.01,0.59,+5800,2019-01-25
ABCB,Ameris Bancorp,TAS,0.92,0.96,+4.35,2019-01-25
APD,Air Products and Chemicals Inc,TAS,1.87,1.86,-0.53,2019-01-25
ABBV,AbbVie Inc,TAS,1.94,1.9,-2.06,2019-01-25
BY,Byline Bancorp Inc,TAS,0.39,0.49,+25.64,2019-01-25
SAL,Salisbury Bancorp Inc,Time Not Supplied,0.84,0.92,+9.52,2019-01-25
HONE,HarborOne Bancorp Inc,Time Not Supplied,0.08,-,-100,2019-01-25
NWIN,Northwest Indiana Bancorp,Time Not Supplied,-,-,-,2019-01-25
RBNC,Reliant Bancorp Inc,After Market Close,0.36,0.35,-2.78,2019-01-25
BAYK,Bay Banks of Virginia Inc,Time Not Supplied,0.08,0.1,+25,2019-01-25
CSBB,CSB Bancorp Inc,After Market Close,-,-,-,2019-01-25
FNCB,FNCB Bancorp Inc,After Market Close,-,-,-,2019-01-25
RBCAA,Republic Bancorp Inc,Before Market Open,0.65,0.83,+27.69,2019-01-25
FRBA,First Bank,TAS,0.26,0.22,-15.38,2019-01-25
CIBH,CIB Marine Bancshares Inc,Time Not Supplied,-,-,-,2019-01-25
SLCT,Select Bancorp Inc,Time Not Supplied,0.2,0.23,+15,2019-01-25
KSBI,Ks Bancorp Inc,Time Not Supplied,-,-,-,2019-01-25
FMBM,F & M Bank Corp,Before Market Open,-,-,-,2019-01-25
ESXB,Community Bankers Trust Corp,TAS,0.17,0.15,-11.76,2019-01-25
IROQ,IF Bancorp Inc,Time Not Supplied,-,-,-,2019-01-25
MSBI,Midland States Bancorp Inc,TAS,0.64,0.67,+4.69,2019-01-25
NFBK,Northfield Bancorp Inc,After Market Close,0.2,0.21,+5,2019-01-25
OPBK,Open Bank,Time Not Supplied,0.21,0.23,+9.52,2019-01-25
UBCP,United Bancorp Inc,Before Market Open,-,-,-,2019-01-25
MLVF,Malvern Bancorp Inc,Before Market Open,0.33,0.27,-18.18,2019-01-25
FSRL,First Reliance Bancshares Inc,Time Not Supplied,-,-,-,2019-01-25
CWBC,Community West Bancshares,Before Market Open,-,-,-,2019-01-25
BOTJ,Bank of the James,Time Not Supplied,-,-,-,2019-01-25
GOVB,Gouverneur Bancorp Inc,Time Not Supplied,-,-,-,2019-01-25
LKFN,Lakeland Financial Corp,TAS,0.79,0.83,+5.06,2019-01-25
TMP,Tompkins Financial Corp,Time Not Supplied,1.34,1.23,-8.21,2019-01-25
EMCF,Emclaire Financial Corp,Time Not Supplied,-,-,-,2019-01-25
PGC,Peapack-Gladstone Financial Corp,Before Market Open,0.57,0.59,+3.51,2019-01-25
LEA,Lear Corp,TAS,3.92,4.05,+3.32,2019-01-25
CL,Colgate-Palmolive Co,TAS,-,-0.11,+1.37,2019-01-25
IBKC,IBERIABANK Corp,TAS,1.78,1.86,+4.49,2019-01-25
CIZN,Citizens Holding Co,Time Not Supplied,-,-,-,2019-01-25
LCNB,LCNB Corp,Time Not Supplied,0.37,0.41,+10.81,2019-01-25
QNBC,QNB Corp,Time Not Supplied,-,-,-,2019-01-25
CZFS,Citizens Financial Services Inc,Time Not Supplied,1.31,1.28,-2.29,2019-01-25
CARO,Carolina Financial Corp,TAS,0.68,0.75,+10.29,2019-01-25
CCB,Coastal Financial Corp,Time Not Supplied,0.24,0.25,+4.17,2019-01-25
CSTR,Capstar Financial Holdings Inc,TAS,0.28,0.33,+17.86,2019-01-25
DHI,D.R. Horton Inc,Before Market Open,0.78,-,-,2019-01-25
NEE,NextEra Energy Inc,Before Market Open,1.53,1.49,-2.61,2019-01-25
NEP,Nextera Energy Partners LP,Before Market Open,0.56,-0.39,-169.64,2019-01-25
ESQ,Esquire Financial Holdings Inc,Time Not Supplied,0.37,0.37,-,2019-01-25
FAMI,Farmmi Inc,Time Not Supplied,-,-,-,2019-01-25
FSFG,First Savings Financial Group Inc,After Market Close,1.08,1.24,+14.81,2019-01-25
SBFG,SB Financial Group Inc,TAS,0.38,0.37,-2.63,2019-01-25
FOR,Forestar Group Inc,TAS,0.13,-0.04,-130.77,2019-01-25
HRC,Hill-Rom Holdings Inc,TAS,0.98,1.02,+4.08,2019-01-25
TESS,TESSCO Technologies Inc,TAS,0.19,0.32,+68.42,2019-01-25
NVR,NVR Inc,TAS,50.67,58.57,+15.59,2019-01-25
NBTB,NBT Bancorp Inc,TAS,0.65,0.81,+24.62,2019-01-27
FFMH,First Farmers and Merchants Corp,Time Not Supplied,-,-,-,2019-01-28
ETH,Ethan Allen Interiors Inc,TAS,0.46,0.46,-,2019-01-28
ASA,ASA Gold and Precious Metals Ltd,Time Not Supplied,-,-,-,2019-01-28
RGA,Reinsurance Group of America Inc,TAS,3.48,3.46,-0.57,2019-01-28
GABC,German American Bancorp Inc,TAS,0.53,0.53,-,2019-01-28
ARLP,Alliance Resource Partners LP,TAS,0.75,0.63,-16,2019-01-28
AKS,AK Steel Holding Corp,TAS,0.11,0.16,+45.45,2019-01-28
AET,Aetna Inc,TAS,-,-,-,2019-01-28
BDGE,Bridge Bancorp Inc,Time Not Supplied,0.67,0.7,+4.48,2019-01-28
BOH,Bank of Hawaii Corp,TAS,1.35,1.3,-3.7,2019-01-28
FBP,First Bancorp,Before Market Open,0.16,0.2,+25,2019-01-28
BMRC,Bank of Marin Bancorp,TAS,0.61,0.69,+13.11,2019-01-28
FRBK,Republic First Bancorp Inc,TAS,0.06,0.04,-33.33,2019-01-28
SBT,Sterling Bancorp Inc,After Market Close,0.28,0.3,+7.14,2019-01-28
LSBK,Lake Shore Bancorp Inc,Time Not Supplied,-,-,-,2019-01-28
SALT,Scorpio Bulkers Inc,Before Market Open,0.13,0.02,-84.62,2019-01-28
LBAI,Lakeland Bancorp Inc,Before Market Open,0.34,0.35,+2.94,2019-01-28
SFBC,Sound Financial Bancorp Inc,Time Not Supplied,-,-,-,2019-01-28
WASH,Washington Trust Bancorp Inc,TAS,0.98,0.98,-,2019-01-28
IBTX,Independent Bank Group Inc,TAS,1.21,1.12,-7.44,2019-01-28
FUSB,First US Bancshares Inc,Time Not Supplied,-,-,-,2019-01-28
NRIM,Northrim BanCorp Inc,TAS,0.77,0.69,-10.39,2019-01-28
BRO,Brown & Brown Inc,After Market Close,0.27,0.26,-3.7,2019-01-28
CZWI,Citizens Community Bancorp Inc,Time Not Supplied,0.22,0.12,-45.45,2019-01-28
OPB,Opus Bank,TAS,0.29,0.28,-3.45,2019-01-28
MPB,Mid Penn Bancorp Inc,Time Not Supplied,-,-,-,2019-01-28
CADE,Cadence Bancorp,TAS,0.53,0.48,-9.43,2019-01-28
PWOD,Penns Woods Bancorp Inc,Time Not Supplied,-,-,-,2019-01-28
FCBP,First Choice Bancorp,Time Not Supplied,0.53,0.61,+15.09,2019-01-28
PEBK,Peoples Bancorp of North Carolina Inc,Time Not Supplied,-,-,-,2019-01-28
VABK,Virginia National Bankshares Corp,Time Not Supplied,-,-,-,2019-01-28
FSBW,FS Bancorp Inc,After Market Close,1.15,1.43,+24.35,2019-01-28
PMBC,Pacific Mercantile Bancorp,Before Market Open,0.18,0.19,+5.56,2019-01-28
MBTF,MBT Financial Corp,After Market Close,0.21,0.17,-19.05,2019-01-28
SFDL,Security Federal Corp,After Market Close,-,-,-,2019-01-28
LOGN,Logansport Financial Corp,Time Not Supplied,-,-,-,2019-01-28
CR,Crane Co,TAS,1.53,1.64,+7.19,2019-01-28
TCF,TCF Financial Corp,TAS,0.47,0.51,+8.51,2019-01-28
CHFC,Chemical Financial Corp,TAS,0.98,1.01,+3.06,2019-01-28
PRK,Park National Corp,TAS,1.69,1.67,-1.18,2019-01-28
WHR,Whirlpool Corp,TAS,4.23,4.75,+12.29,2019-01-28
CE,Celanese Corp,TAS,2.4,2.38,-0.83,2019-01-28
CAT,Caterpillar Inc,TAS,2.99,2.55,-14.72,2019-01-28
COMM,CommScope Holding Company Inc,TAS,0.43,0.51,+18.6,2019-01-28
SANM,Sanmina Corp,TAS,0.71,0.83,+16.9,2019-01-28
ISTR,Investar Holding Corp,Time Not Supplied,0.43,0.45,+4.65,2019-01-28
JJSF,J & J Snack Foods Corp,TAS,0.88,0.88,-,2019-01-28
FEDU,Four Seasons Education (Cayman) Inc,TAS,0.07,0.04,-42.86,2019-01-28
SSB,South State Corp,TAS,1.31,1.35,+3.05,2019-01-28
CCNE,CNB Financial Corp,TAS,0.58,0.59,+1.72,2019-01-28
IDTI,Integrated Device Technology Inc,After Market Close,0.46,0.5,+8.7,2019-01-28
ENTG,Entegris Inc,TAS,0.46,0.47,+2.17,2019-01-28
ELS,Equity LifeStyle Properties Inc,TAS,0.62,0.56,-9.68,2019-01-28
ESI,Element Solutions Inc,TAS,0.02,0.02,-,2019-01-28
CASH,Meta Financial Group Inc,TAS,0.4,0.39,-2.5,2019-01-28
SVVC,Firsthand Technology Value Fund Inc,Before Market Open,-,-,-,2019-01-28
HTLF,Heartland Financial USA Inc,TAS,1,0.93,-7,2019-01-28
HMNF,HMN Financial Inc,Time Not Supplied,-,-,-,2019-01-28
PROV,Provident Financial Holdings Inc,TAS,0.23,0.26,+13.04,2019-01-28
GGG,Graco Inc,TAS,0.43,0.43,-,2019-01-28
GLGI,Greystone Logistics Inc,Time Not Supplied,-,-,-,2019-01-28
PSBQ,PSB Holdings Inc,After Market Close,-,-,-,2019-01-28
TVTY,Tivity Health Inc,TAS,0.58,0.73,+25.86,2019-01-28
RMBS,Rambus Inc,Time Not Supplied,0.26,0.28,+7.69,2019-01-28
LUB,Luby's Inc,TAS,-,-,-,2019-01-28
WRK,WRKCO INC,Before Market Open,0.79,0.83,+5.06,2019-01-28
WSBC,WesBanco Inc,TAS,0.75,0.8,+6.67,2019-01-28
NTRI,Nutrisystem Inc,TAS,0.6,0.61,+1.67,2019-01-28
NTP,Nam Tai Property Inc,TAS,-,-,-,2019-01-28
WWD,Woodward Inc,TAS,0.74,0.96,+29.73,2019-01-28
MMM,3M Co,TAS,2.28,2.31,+1.32,2019-01-29
EGHT,8x8 Inc,TAS,-0.06,-0.06,-,2019-01-29
AGN,Allergan plc,TAS,4.15,4.29,+3.37,2019-01-29
AROW,Arrow Financial Corp,Before Market Open,0.63,0.6,-4.76,2019-01-29
NCV,Allianzgi Convertible & Income Fund,Time Not Supplied,-,-,-,2019-01-29
AX,Axos Financial Inc,TAS,0.63,0.62,-1.59,2019-01-29
PKG,Packaging Corp of America,TAS,2.14,2.17,+1.4,2019-01-29
ALV,Autoliv Inc,TAS,1.75,1.42,-18.86,2019-01-29
AAPL,Apple Inc,TAS,4.17,4.18,+0.24,2019-01-29
AMGN,Amgen Inc,TAS,3.27,3.42,+4.59,2019-01-29
AMAL,Amalgamated Bank,TAS,0.36,0.3,-16.67,2019-01-29
HP,Helmerich and Payne Inc,TAS,0.3,0.42,+40,2019-01-29
AXE,Anixter International Inc,TAS,1.45,1.53,+5.52,2019-01-29
AMD,Advanced Micro Devices Inc,TAS,0.08,0.08,-,2019-01-29
AUBN,Auburn National Bancorporation Inc,Time Not Supplied,-,-,-,2019-01-29
MAA,Mid-America Apartment Communities Inc,After Market Close,0.49,0.53,+8.16,2019-01-29
ALGN,Align Technology Inc,TAS,1.15,1.2,+4.35,2019-01-29
AOS,A. O. Smith Corp,TAS,0.7,0.74,+5.71,2019-01-29
AMBZ,American Business Bank,Time Not Supplied,-,-,-,2019-01-29
ROK,Rockwell Automation Inc,TAS,1.99,2.21,+11.06,2019-01-29
CART,Carolina Trust Bancshares Inc,Time Not Supplied,-,-,-,2019-01-29
BXP,Boston Properties Inc,TAS,0.77,0.96,+24.68,2019-01-29
AMTB,Mercantil Bank Holding Corp,Time Not Supplied,0.3,0.47,+56.67,2019-01-29
TRCB,Two River Bancorp,Time Not Supplied,0.32,0.35,+9.37,2019-01-29
CCBG,Capital City Bank Group Inc,TAS,0.37,0.41,+10.81,2019-01-29
HBCP,Home Bancorp Inc,Before Market Open,0.86,0.87,+1.16,2019-01-29
NBN,Northeast Bancorp,TAS,0.71,0.56,-21.13,2019-01-29
SSBI,Summit State Bank,Time Not Supplied,-,-,-,2019-01-29
BPRN,Bank Of Princeton,Time Not Supplied,0.56,0.55,-1.79,2019-01-29
RBB,RBB Bancorp,TAS,0.54,0.54,-,2019-01-29
OVBC,Ohio Valley Banc Corp,Time Not Supplied,-,-,-,2019-01-29
TCBK,Trico Bancshares,TAS,0.69,0.76,+10.14,2019-01-29
WRB,W. R. Berkley Corp,TAS,0.53,0.63,+18.87,2019-01-29
PUB,People's Utah Bancorp,TAS,0.55,0.56,+1.82,2019-01-29
EAT,Brinker International Inc,TAS,0.89,0.89,-,2019-01-29
PPBI,Pacific Premier Bancorp Inc,TAS,0.6,0.66,+10,2019-01-29
BIIB,Biogen Inc,Before Market Open,6.73,6.99,+3.86,2019-01-29
LBC,Luther Burbank Corp,TAS,0.2,0.19,-5,2019-01-29
WNEB,Western New England Bancorp Inc,Time Not Supplied,0.13,0.14,+7.69,2019-01-29
HBNC,Horizon Bancorp Inc,Before Market Open,0.37,0.34,-8.11,2019-01-29
UBSI,United Bankshares Inc,TAS,0.61,0.62,+1.64,2019-01-29
IBCP,Independent Bank Corp,TAS,0.47,0.41,-12.77,2019-01-29
ORPB,Oregon Pacific Bancorp,Time Not Supplied,-,-,-,2019-01-29
BIMT,Bitmis Corp,Time Not Supplied,-,-,-,2019-01-29
EBMT,Eagle Bancorp Montana Inc,Time Not Supplied,0.31,0.26,-16.13,2019-01-29
BCML,BayCom Corp,Time Not Supplied,0.35,0.39,+11.43,2019-01-29
SVBI,Severn Bancorp Inc,Time Not Supplied,-,-,-,2019-01-29
BUSE,First Busey Corp,After Market Close,0.54,0.51,-5.56,2019-01-29
BFST,Business First Bancshares Inc,Time Not Supplied,0.38,0.38,-,2019-01-29
HTBI,Hometrust Bancshares Inc,After Market Close,0.43,0.43,-,2019-01-29
SYK,Stryker Corp,TAS,2.15,2.18,+1.4,2019-01-29
NATI,National Instruments Corp,TAS,0.44,0.42,-4.55,2019-01-29
CIT,CIT Group Inc,TAS,1.14,1.1,-3.51,2019-01-29
CHRW,C.H. Robinson Worldwide Inc,TAS,1.21,1.34,+10.74,2019-01-29
WNC,Wabash National Corp,TAS,0.44,0.38,-13.64,2019-01-29
DOV,Dover Corp,TAS,1.29,1.43,+10.85,2019-01-29
UMBF,UMB Financial Corp,TAS,1.11,0.52,-53.15,2019-01-29
KLAC,KLA-Tencor Corp,TAS,2.2,2.44,+10.91,2019-01-29
JVA,Coffee Holding Co Inc,TAS,0.01,0.03,+200,2019-01-29
FRAF,Franklin Financial Services Corp,Time Not Supplied,-,-,-,2019-01-29
GPK,Graphic Packaging Holding Co,TAS,0.19,0.23,+21.05,2019-01-29
PFIS,Peoples Financial Services Corp,After Market Close,-,-,-,2019-01-29
CVLT,CommVault Systems Inc,TAS,0.42,0.54,+28.57,2019-01-29
IEX,IDEX Corp,TAS,1.27,1.31,+3.15,2019-01-29
CFFN,Capitol Federal Financial Inc,Before Market Open,0.18,0.18,-,2019-01-29
NUE,Nucor Corp,TAS,1.94,2.07,+6.7,2019-01-29
XRX,Xerox Corp,TAS,1.04,1.14,+9.62,2019-01-29
GLW,Corning Inc,TAS,0.57,0.59,+3.51,2019-01-29
CAC,Camden National Corp,TAS,0.84,0.91,+8.33,2019-01-29
BBCP,Concrete Pumping Holdings Inc,Time Not Supplied,-,-,-,2019-01-29
RGS,Regis Corp,TAS,-,0.18,-,2019-01-29
SIMO,Silicon Motion Technology Corp,After Market Close,0.83,0.83,-,2019-01-29
DHR,Danaher Corp,TAS,1.27,1.28,+0.79,2019-01-29
COHR,Coherent Inc,TAS,2.07,2.09,+0.97,2019-01-29
LMT,Lockheed Martin Corp,TAS,4.4,4.39,-0.23,2019-01-29
IPHI,Inphi Corp,TAS,0.42,0.45,+7.14,2019-01-29
POL,PolyOne Corp,TAS,0.4,0.41,+2.5,2019-01-29
KTCC,Key Tronic Corp,TAS,-,-,-,2019-01-29
VZ,Verizon Communications Inc,TAS,1.09,1.12,+2.75,2019-01-29
HRS,Harris Corp,TAS,1.91,1.96,+2.62,2019-01-29
FCF,First Commonwealth Financial Corp,TAS,0.27,0.27,-,2019-01-29
PFBX,Peoples Financial Corp,Time Not Supplied,-,-,-,2019-01-29
HOG,Harley-Davidson Inc,TAS,0.28,0.17,-39.29,2019-01-29
EBAY,eBay Inc,TAS,0.68,0.71,+4.41,2019-01-29
EQR,Equity Residential,TAS,0.36,0.31,-13.89,2019-01-29
EXTR,Extreme Networks Inc,TAS,0.1,0.13,+30,2019-01-29
EXP,Eagle Materials Inc,TAS,1.34,1.24,-7.46,2019-01-29
EFII,Electronics for Imaging Inc,TAS,0.46,0.46,-,2019-01-29
FSFG,First Savings Financial Group Inc,After Market Close,1.08,1.24,+14.81,2019-01-29
PFG,Principal Financial Group Inc,TAS,1.29,1.11,-13.95,2019-01-29
SMMF,Summit Financial Group Inc,Time Not Supplied,0.53,0.6,+13.21,2019-01-29
HLI,Houlihan Lokey Inc,TAS,0.7,0.77,+10,2019-01-29
RHI,Robert Half International Inc,TAS,0.91,0.95,+4.4,2019-01-29
SLGN,Silgan Holdings Inc,TAS,0.36,0.38,+5.56,2019-01-29
HI,Hillenbrand Inc,TAS,0.44,0.49,+11.36,2019-01-29
VBTX,Veritex Holdings Inc,TAS,0.46,0.4,-13.04,2019-01-29
KNX,Knight-Swift Transportation Holdings Inc,TAS,0.85,0.93,+9.41,2019-01-29
RNR,Renaissancere Holdings Ltd,TAS,-2.6,0.02,+100.77,2019-01-29
HA,Hawaiian Holdings Inc,TAS,1,1,-,2019-01-29
HCA,HCA Healthcare Inc,TAS,2.58,2.99,+15.89,2019-01-29
MKSI,MKS Instruments Inc,TAS,1.5,1.54,+2.67,2019-01-29
PHM,PulteGroup Inc,TAS,1.1,0.84,-23.64,2019-01-29
PFE,Pfizer Inc,TAS,0.63,0.64,+1.59,2019-01-29
PII,Polaris Industries Inc,TAS,1.82,1.83,+0.55,2019-01-29
